time,E_total,E_kinetic,E_magnetic,E_internal,max_divB,rms_divB,Ez_center,max_Jz,mean_Jz,reconnection_rate,B0,eta,pert_amp,Nx,Ny
0.00037531870776665765,0.4439109141386661,1.3066422322400454e-09,0.04996847010200317,0.3939424427300207,1.706489809963263,0.49870669603496987,-0.0010603616182345986,121.6367426159563,3.9993217778955534,2.9289121391151606e-07,0.5,0.0001,0.1,128,128
0.010126804888003674,0.44397919251698115,2.6748865572354098e-06,0.04821844726304168,0.3957580703673822,1.6564627132124228,0.48774588647121203,-0.001049797895978404,58.87184105991042,3.9982726094499936,1.3204661389072437e-05,0.5,0.0001,0.1,128,128
0.020226004381928977,0.44402150930443335,6.10491575242407e-06,0.04729017661329785,0.39672522777538305,1.6071925042268518,0.476890342755566,-0.0010395360194817408,43.358412985908856,3.9966956269344442,5.254252391683801e-05,0.5,0.0001,0.1,128,128
0.030305124784933492,0.4440556944890117,9.783575478012616e-06,0.04654991956220119,0.3974959913513325,1.5603720202982663,0.46652977827961506,-0.0010297235832194796,35.96219645302595,3.994334625499233,0.0001532418231353403,0.5,0.0001,0.1,128,128
0.04000260346772763,0.44408456637728433,1.3741235782210297e-05,0.0459295886609475,0.39814123648055466,1.5173647666135404,0.4569815137532103,-0.0010202957555454119,31.526357290893262,3.9910719123871603,0.000358979270087288,0.5,0.0001,0.1,128,128
0.050070478664803166,0.444111821890426,1.8253246761157104e-05,0.04534716984475991,0.39874639879890494,1.4751045658202537,0.4474778685910726,-0.0010101882922037865,28.300573209466002,3.986169839019662,0.0007526340191015305,0.5,0.0001,0.1,128,128
0.06013903099144057,0.44413707137444225,2.311272683961646e-05,0.0448096845662809,0.3993042740813217,1.4370703940501173,0.4383639008423359,-0.0009996105328194307,25.894528287933543,3.979530295668638,0.0013894487572816514,0.5,0.0001,0.1,128,128
0.0702100867779818,0.4441607811884061,2.82561798790304e-05,0.044306300895135986,0.3998262241133911,1.4005477035121006,0.4296155155380883,-0.0009886954196232944,24.0115636346818,3.970836552561692,0.0022378759146588854,0.5,0.0001,0.1,128,128
0.08028445821547374,0.444183255341302,3.361170951749154e-05,0.04383004086022088,0.40031960277156364,1.3654414766809957,0.4212118417301953,-0.0009774499812630123,22.486187072533884,3.96010408997446,0.002966759564475277,0.5,0.0001,0.1,128,128
0.09036192230624467,0.4442047046082358,3.90834656191054e-05,0.043376166343617004,0.40078945479899963,1.331667197659037,0.4131329559881609,-0.0009659496966036272,21.21804781342205,3.953994123780224,0.002817064059054061,0.5,0.0001,0.1,128,128
0.10006756866945751,0.4442245327576192,4.435656540915685e-05,0.04295715773624659,0.4012230184559635,1.3003315767437567,0.40564362451706487,-0.0009547360866502313,20.179417677201315,3.9553908636477364,0.00164096754692344,0.5,0.0001,0.1,128,128
0.11014557293681965,0.4442443751502312,4.975403500280194e-05,0.04253846377750377,0.40165615733772464,1.2689648114927978,0.3981523774484596,-0.0009430509866427831,19.24774242079946,3.956934904000808,0.002059309073100099,0.5,0.0001,0.1,128,128
0.12022169197255184,0.4442635449121974,5.506468562439229e-05,0.04213470028334164,0.40207377994323135,1.2387322731400303,0.3909371624244226,-0.0009314119781629833,18.43508020902305,3.9576784302766415,0.005667609334875211,0.5,0.0001,0.1,128,128
0.1302975720152796,0.44428211876520185,6.035346624502457e-05,0.04174441037632813,0.4024773549226287,1.2095666601326265,0.38398181875524123,-0.0009198820758325315,17.71891484516228,3.957433434372719,0.008329997844258042,0.5,0.0001,0.1,128,128
0.14000203845880532,0.444299500074031,6.549510823826963e-05,0.041380297367330066,0.4028537075984627,1.1824267544383122,0.3775153946616881,-0.0009089212713002982,17.105056447357345,3.956296815585646,0.009369427341585935,0.5,0.0001,0.1,128,128
0.1500812988888867,0.4443170716511397,7.091056437600601e-05,0.041013686507450325,0.4032324745793134,1.1551670632028843,0.371028284206224,-0.0008977108885620824,16.534408769526816,3.9545580755047762,0.009069656467966796,0.5,0.0001,0.1,128,128
0.16016128104182598,0.4443341936808912,7.63772878956881e-05,0.04065834421482112,0.4035994721781744,1.1299840559809233,0.36476267883750557,-0.0008866776190560029,16.022404796991616,3.952363011541122,0.008037163055651157,0.5,0.0001,0.1,128,128
0.17024256124477768,0.4443509009352802,8.184735062681406e-05,0.04031384855504762,0.4039552050296058,1.10623261243886,0.35870776677059985,-0.0008757812253102163,15.560996230184951,3.9500335747516315,0.006903578676053183,0.5,0.0001,0.1,128,128
