max_reconnection_rate,final_reconnection_rate,time_to_max_reconnection,max_Ez,max_current_density,energy_conservation_error,magnetic_energy_loss,avg_divB_error,final_time,parameter_value,study_type
0.08021756296299173,0.08021756296299173,1.0002197500560377,-0.02139903057939801,223.88941339394597,0.18822234118007705,0.91751297240621,0.2659041515901098,1.0002197500560377,1.0,B0
0.0725145741858168,0.0725145741858168,1.0001345156963577,-0.02402768054462693,270.95522591405637,0.22291318296640103,0.9242849808236757,0.26062498119418004,1.0001345156963577,1.2,B0
0.08574711232295572,0.08574711232295572,1.000044878077495,-0.027614045781620775,342.32002498695425,0.25933137546486595,0.9346555500649946,0.2531152688845415,1.000044878077495,1.5,B0
0.1005785815815655,0.1005785815815655,1.0000512766335512,-0.03152651007209317,462.47505110572394,0.2886270015791903,0.9503076291610532,0.2420439718659171,1.0000512766335512,2.0,B0
