time,E_total,E_kinetic,E_magnetic,E_internal,max_divB,rms_divB,Ez_center,max_Jz,mean_Jz,reconnection_rate,B0,eta,pert_amp,Nx,Ny
0.0002885111594984695,0.651312231444739,1.0936603952942057e-08,0.19882580371412983,0.45248641679400536,3.4051957489574747,0.9957067019764806,-0.10592112474516341,223.88941339394597,7.998480987514574,5.044657562426401e-07,1.0,0.005,0.2,128,128
0.010055950014396386,0.6598997230607196,2.3240415760459742e-05,0.18487843544015153,0.47499804720480765,3.0436876242126107,0.9163558311239933,-0.10106180022761234,63.23247014470956,7.992410122014739,0.00010102321684471524,1.0,0.005,0.2,128,128
0.02003197271692682,0.664932352666619,5.9242713561680615e-05,0.17739138595414922,0.48748172399890805,2.7557522347501635,0.8481529844416977,-0.09674797745359555,44.5675428929958,7.982405185530043,0.00044395260830322513,1.0,0.005,0.2,128,128
0.03004540579831948,0.6690708438676597,9.904558207527986e-05,0.17133717304316193,0.4976346252424224,2.506020490102772,0.789812496401705,-0.09281260566787079,36.23759676379162,7.966346798466816,0.0011807597339435223,1.0,0.005,0.2,128,128
0.04006903318458858,0.6727142664838748,0.00014230492582614827,0.16605690413630653,0.5065150574217421,2.300556099521401,0.7394242707954118,-0.08914656862667983,31.29134311022818,7.9445449092425005,0.0024421105549985176,1.0,0.005,0.2,128,128
0.050072353767328416,0.6760170743510552,0.00018773297678163713,0.1612985797277498,0.5145307616465237,2.123112718204382,0.6955552500037577,-0.08572568647841461,27.935786208464584,7.94186310375127,0.004087818463582417,1.0,0.005,0.2,128,128
0.06005586868878021,0.6790678298447029,0.00023431472966506,0.1569221088540968,0.5219114062609411,1.9684206168490057,0.6569891691003157,-0.08254642251900553,25.469245546046604,7.9533010026976925,0.005426015864160121,1.0,0.005,0.2,128,128
0.07002494066810157,0.6819218743535088,0.0002816332194448454,0.15284178905194648,0.5287984520821174,1.837314567282144,0.622780362196086,-0.07960612509089866,23.556394911395408,7.956406598926426,0.00613176522061058,1.0,0.005,0.2,128,128
0.08026665190945528,0.6846904340003506,0.00033052507392427043,0.1488953440027354,0.5354645649236909,1.715605916560163,0.5913729838945455,-0.07682132058088662,21.9767070856069,7.945709940736863,0.007751340977078376,1.0,0.005,0.2,128,128
0.09021426058758171,0.6872461004332655,0.0003762142941255874,0.14526183935295017,0.5416080467861899,1.612880715064371,0.563921088614654,-0.07432978080867807,20.709372557860217,7.926228346046597,0.0114049637917467,1.0,0.005,0.2,128,128
0.10016043448459949,0.689689125438123,0.0004170393947721239,0.14179520272050827,0.5474768833228426,1.5214179060836859,0.539032638165042,-0.07202880406214666,19.64007536477333,7.901096299101062,0.01513339281586895,1.0,0.005,0.2,128,128
0.11012011555442729,0.6920384379748282,0.0004517199520088466,0.1384624099841204,0.5531243080386989,1.4372427873474756,0.516316715656375,-0.0698929795003235,18.72689671166657,7.872807197797667,0.016048684098099807,1.0,0.005,0.2,128,128
0.12009282280418972,0.6943062209262382,0.0004817610314402666,0.13523653177564368,0.5585879281191543,1.363108512211035,0.4954919056588788,-0.06789864523015687,17.94385606088747,7.839787671026704,0.01365790440907708,1.0,0.005,0.2,128,128
0.13003592777074582,0.6964930042254057,0.0005094962567253512,0.1321060350566187,0.5638774729120617,1.2956519742544277,0.4764062010995347,-0.06603174909053627,17.275763016760404,7.801543071341191,0.009528941367034208,1.0,0.005,0.2,128,128
