time,E_total,E_kinetic,E_magnetic,E_internal,max_divB,rms_divB,Ez_center,max_Jz,mean_Jz,reconnection_rate,B0,eta,pert_amp,Nx,Ny
0.0002590910146213132,0.772519407435305,1.3349549674499121e-08,0.2861753891480075,0.48634400493774765,3.406034751271992,0.995891786955687,-0.1258670982133741,270.95522591405637,9.598219464540392,4.561951037731471e-07,1.2,0.005,0.2,128,128
0.010090975504324045,0.7848370333495444,3.297380824935352e-05,0.2654745991311991,0.519329460410096,3.0318192261481247,0.9135905357726121,-0.11994488204475244,74.37182162612189,9.590236277411234,0.00011829381989337372,1.2,0.005,0.2,128,128
0.020134837428791696,0.7920285822396521,8.24001004606133e-05,0.25446018669998793,0.5374859954392037,2.7348784732418387,0.8432422666354404,-0.11463960802221766,52.30631377495322,9.576371260841096,0.000533191326787168,1.2,0.005,0.2,128,128
0.030202243699310547,0.7979343764146651,0.00013723219308696711,0.24558113807350343,0.5522160061480748,2.479013695867067,0.7834461316108906,-0.10974783860445346,42.51440389387484,9.552763923450895,0.0014249692120365982,1.2,0.005,0.2,128,128
0.040247797138475774,0.8031163255972935,0.00019668285642939794,0.23786811562394583,0.5650515271169183,2.271343631909698,0.7321720978232882,-0.10517374119394615,36.71987333401741,9.526964739647093,0.00286707889931653,1.2,0.005,0.2,128,128
0.05000405812898849,0.8076918577930772,0.00025714128032312095,0.23110034997756407,0.5763343665351901,2.0959098552617164,0.6888032145844779,-0.10102050845042927,32.87509952491177,9.546946082412088,0.004328262307894198,1.2,0.005,0.2,128,128
0.060250087897712176,0.8121378532744198,0.0003222925793586248,0.22455441692059266,0.5872611437744686,1.9371503785924489,0.6488008770273478,-0.0969825688487784,29.898905210351092,9.560419093324764,0.004942074573532353,1.2,0.005,0.2,128,128
0.0702240086239572,0.8161876635528925,0.000386795421802043,0.21861412953753187,0.5971867385935586,1.8050972907894245,0.6143551351383666,-0.09337262417292864,27.655577044265165,9.554788368425125,0.0055769754660558385,1.2,0.005,0.2,128,128
0.08018635749796899,0.8200088936331479,0.00044980653600314527,0.21302705360378693,0.6065320334933578,1.6861179876475028,0.583623332386837,-0.09006647118458488,25.848835696040176,9.534950480656352,0.008468419300631542,1.2,0.005,0.2,128,128
0.09014583435407787,0.8236414789436155,0.0005064064196042084,0.20772941739477901,0.6154056551292323,1.584206123322172,0.5559832509410648,-0.08703288592741526,24.35529426426424,9.508689964179618,0.012209527486938298,1.2,0.005,0.2,128,128
0.10011948646665887,0.8271199845984315,0.0005540105999467738,0.20265966300445298,0.6239063109940317,1.492122742507691,0.5309287423821578,-0.08423330897010989,23.100332059606387,9.477475321549546,0.013216169931768836,1.2,0.005,0.2,128,128
0.11010998073371238,0.8304678357923136,0.0005949425204558837,0.197764759944473,0.6321081333273847,1.4076109304617024,0.5080951658879173,-0.08162878098191771,22.039365291334136,9.441074732373036,0.010744443103727276,1.2,0.005,0.2,128,128
0.12007109082619426,0.8336879177381813,0.0006328096471227114,0.1930189926104945,0.640036115480564,1.3346889785086056,0.48729050052587436,-0.07919436204659483,21.1478599560735,9.396897215906908,0.006680001383872943,1.2,0.005,0.2,128,128
0.1300073248377001,0.836796095498255,0.000669630886147255,0.18838189549793657,0.6477445691141712,1.2692465751396664,0.4682398363504754,-0.07692652005849793,20.399416094947085,9.343885964878229,0.002828545984843733,1.2,0.005,0.2,128,128
